id,timestamp,source,event_type,user,host,source_ip,outcome,severity,message,attributes_json
evt-0000002a-00000148,2026-07-30T08:32:06+00:00,windows-security,authentication,diego,ws-022,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000149,2026-07-30T08:32:22+00:00,windows-security,authentication,marcos,ws-022,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000150,2026-07-30T08:32:34+00:00,vpn,authentication,lucia,srv-files,10.20.4.22,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000151,2026-07-30T08:32:49+00:00,windows-security,authentication,lucia,srv-files,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000152,2026-07-30T08:32:57+00:00,windows-security,authentication,diego,srv-files,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000153,2026-07-30T08:33:11+00:00,windows-security,authentication,ana,ws-031,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000154,2026-07-30T08:33:25+00:00,windows-security,authentication,ana,ws-031,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000155,2026-07-30T08:33:38+00:00,vpn,authentication,diego,dc-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000156,2026-07-30T08:33:52+00:00,windows-security,authentication,lucia,ws-014,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000157,2026-07-30T08:34:01+00:00,windows-security,authentication,diego,ws-031,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000158,2026-07-30T08:34:20+00:00,windows-security,authentication,ana,ws-031,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000159,2026-07-30T08:34:33+00:00,windows-security,authentication,marcos,ws-014,10.20.8.9,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000160,2026-07-30T08:34:44+00:00,vpn,authentication,marcos,vpn-01,10.20.8.9,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000161,2026-07-30T08:34:54+00:00,windows-security,authentication,svc-backup,ws-022,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000162,2026-07-30T08:35:10+00:00,windows-security,authentication,ana,ws-031,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000163,2026-07-30T08:35:24+00:00,windows-security,authentication,marcos,ws-022,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000164,2026-07-30T08:35:32+00:00,windows-security,authentication,marcos,ws-022,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000165,2026-07-30T08:35:49+00:00,vpn,authentication,marcos,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000166,2026-07-30T08:35:59+00:00,windows-security,authentication,marcos,ws-014,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000167,2026-07-30T08:36:17+00:00,windows-security,authentication,marcos,dc-01,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000168,2026-07-30T08:36:27+00:00,windows-security,authentication,ana,ws-014,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000169,2026-07-30T08:36:42+00:00,windows-security,authentication,svc-backup,dc-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000170,2026-07-30T08:36:54+00:00,vpn,authentication,marcos,ws-031,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000171,2026-07-30T08:37:07+00:00,windows-security,authentication,lucia,ws-014,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000172,2026-07-30T08:37:18+00:00,windows-security,authentication,svc-backup,ws-031,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000173,2026-07-30T08:37:30+00:00,windows-security,authentication,diego,ws-014,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000174,2026-07-30T08:37:46+00:00,windows-security,authentication,lucia,dc-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000175,2026-07-30T08:37:56+00:00,vpn,authentication,lucia,dc-01,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000176,2026-07-30T08:38:08+00:00,windows-security,authentication,diego,dc-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000177,2026-07-30T08:38:25+00:00,windows-security,authentication,diego,ws-022,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000178,2026-07-30T08:38:40+00:00,windows-security,authentication,ines,ws-022,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000179,2026-07-30T08:38:49+00:00,windows-security,authentication,ines,ws-022,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000180,2026-07-30T08:39:01+00:00,vpn,authentication,svc-backup,ws-031,10.20.8.9,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000181,2026-07-30T08:39:16+00:00,windows-security,authentication,ana,ws-014,203.0.113.77,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000182,2026-07-30T08:39:27+00:00,windows-security,authentication,ines,ws-014,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000183,2026-07-30T08:39:41+00:00,windows-security,authentication,diego,dc-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000184,2026-07-30T08:39:53+00:00,windows-security,authentication,svc-backup,vpn-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000185,2026-07-30T08:40:06+00:00,vpn,authentication,marcos,ws-014,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000186,2026-07-30T08:40:21+00:00,windows-security,authentication,ines,ws-031,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000187,2026-07-30T08:40:31+00:00,windows-security,authentication,ines,ws-022,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000188,2026-07-30T08:40:49+00:00,windows-security,authentication,lucia,dc-01,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000189,2026-07-30T08:40:57+00:00,windows-security,authentication,marcos,dc-01,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000190,2026-07-30T08:41:10+00:00,vpn,authentication,svc-backup,ws-031,198.51.100.42,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000191,2026-07-30T08:41:27+00:00,windows-security,authentication,ines,ws-031,203.0.113.77,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000192,2026-07-30T08:41:39+00:00,windows-security,authentication,marcos,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000193,2026-07-30T08:41:54+00:00,windows-security,authentication,lucia,ws-022,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000194,2026-07-30T08:42:05+00:00,windows-security,authentication,svc-backup,ws-022,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000195,2026-07-30T08:42:20+00:00,vpn,authentication,lucia,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000196,2026-07-30T08:42:28+00:00,windows-security,authentication,marcos,ws-014,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000197,2026-07-30T08:42:43+00:00,windows-security,authentication,svc-backup,ws-014,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000198,2026-07-30T08:42:59+00:00,windows-security,authentication,svc-backup,ws-031,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000199,2026-07-30T08:43:13+00:00,windows-security,authentication,diego,ws-014,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000200,2026-07-30T08:43:24+00:00,vpn,authentication,svc-backup,ws-031,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000201,2026-07-30T08:43:34+00:00,windows-security,authentication,ana,ws-031,198.51.100.42,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000202,2026-07-30T08:43:49+00:00,windows-security,authentication,diego,ws-022,10.20.4.17,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000203,2026-07-30T08:44:00+00:00,windows-security,authentication,lucia,dc-01,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000204,2026-07-30T08:44:18+00:00,windows-security,authentication,lucia,srv-files,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000205,2026-07-30T08:44:28+00:00,vpn,authentication,marcos,ws-022,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000206,2026-07-30T08:44:40+00:00,windows-security,authentication,lucia,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000207,2026-07-30T08:44:54+00:00,windows-security,authentication,ana,vpn-01,10.20.4.22,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000208,2026-07-30T08:45:05+00:00,windows-security,authentication,ines,vpn-01,10.20.8.9,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000209,2026-07-30T08:45:17+00:00,windows-security,authentication,ines,srv-files,203.0.113.77,failure,low,Invalid password,"{""synthetic"":""true""}"
evt-0000002a-00000210,2026-07-30T08:45:36+00:00,vpn,authentication,svc-backup,ws-014,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000211,2026-07-30T08:45:44+00:00,windows-security,authentication,ana,ws-014,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000212,2026-07-30T08:46:02+00:00,windows-security,authentication,ana,ws-022,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000213,2026-07-30T08:46:10+00:00,windows-security,authentication,marcos,dc-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000214,2026-07-30T08:46:25+00:00,windows-security,authentication,marcos,dc-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000215,2026-07-30T08:46:37+00:00,vpn,authentication,ana,dc-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000216,2026-07-30T08:46:54+00:00,windows-security,authentication,diego,ws-031,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000217,2026-07-30T08:47:03+00:00,windows-security,authentication,ana,dc-01,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000218,2026-07-30T08:47:20+00:00,windows-security,authentication,svc-backup,ws-022,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000219,2026-07-30T08:47:28+00:00,windows-security,authentication,lucia,vpn-01,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000220,2026-07-30T08:47:46+00:00,vpn,authentication,marcos,ws-014,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000221,2026-07-30T08:47:55+00:00,windows-security,authentication,ines,dc-01,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000222,2026-07-30T08:48:09+00:00,windows-security,authentication,ines,dc-01,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000223,2026-07-30T08:48:23+00:00,windows-security,authentication,ana,ws-031,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000224,2026-07-30T08:48:37+00:00,windows-security,authentication,svc-backup,vpn-01,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000225,2026-07-30T08:48:49+00:00,vpn,authentication,marcos,dc-01,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000226,2026-07-30T08:48:58+00:00,windows-security,authentication,svc-backup,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000227,2026-07-30T08:49:16+00:00,windows-security,authentication,lucia,srv-files,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000228,2026-07-30T08:49:26+00:00,windows-security,authentication,lucia,srv-files,10.20.4.17,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000229,2026-07-30T08:49:39+00:00,windows-security,authentication,marcos,vpn-01,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000230,2026-07-30T08:49:55+00:00,vpn,authentication,ana,dc-01,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
scenario-42-lateral-0,2026-07-30T08:50:00+00:00,windows-security,authentication,svc-backup,ws-022,10.20.8.9,success,high,Sign-in accepted after failures,"{""scenario_marker"":""true"",""synthetic"":""true""}"
evt-0000002a-00000231,2026-07-30T08:50:06+00:00,windows-security,authentication,diego,ws-031,203.0.113.77,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000232,2026-07-30T08:50:17+00:00,windows-security,authentication,ana,ws-022,10.20.4.22,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000233,2026-07-30T08:50:32+00:00,windows-security,authentication,diego,ws-031,10.20.8.9,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
evt-0000002a-00000234,2026-07-30T08:50:48+00:00,windows-security,authentication,diego,srv-files,198.51.100.42,success,info,Interactive sign-in accepted,"{""synthetic"":""true""}"
